Student ID,Person,Course Number,Course Name,Katz School Major,GPA,Graduation Semester,Country of Origin,Languages,Undergraduate Major,Age at Graduation,Years of Experience,Location,Job Decription
3986578591,Jackson Linda,Course3,Fall-2015: DAV 5300 Computational Math and Statistics,Data Analytics and Visualization,3.42,Spring-2017,Pakistan,Sindhi,Engineering,27,6,"New York, NY",Entry Business Systems Analyst
9706615799,Burley Kenneth,Course1,Fall-2015: DAV 6500 Capstone,Data Analytics and Visualization,3.55,Spring-2017,China,Mandarin,Engineering,24,2,"New York, NY",Big Data Architect
3574175120,Mabon William,Course1,Fall-2015: Data Acquisition and Management,Artificial Intelligence,3.39,Spring-2017,USA,Spanish,Computer Science,27,5.5,"New York, NY",Machine Learning Engineer
4784813239,Calahan Martin,Course3,Fall-2015: Data Acquisition and Management,Artificial Intelligence,2.95,Spring-2017,USA,English,Computer Science,27,5.5,"New York, NY",Entry Data Analyst
9290159667,Potter Eugene,Course1,Fall-2015: Independent Study,Artificial Intelligence,3.63,Spring-2017,Pakistan,Sindhi,Mathematics,27,6,"New York, NY",Data Architect I
1422142335,Layland Karen,Course1,Fall-2015: Internship,Data Analytics and Visualization,3.42,Spring-2017,China,Mandarin,Engineering,25,3.5,"New York, NY",Entry Data Analyst
3285388144,Hyde Jacob,Course3,Fall-2015: MAN 5580 Project Management,Data Analytics and Visualization,3.36,Spring-2017,USA,English,Computer Science,26,4.5,"New York, NY",Data Scientist I
3574175120,Mabon William,Course3,Fall-2015: Machine Learning,Artificial Intelligence,3.39,Spring-2017,USA,Spanish,Computer Science,27,5.5,"New York, NY",Machine Learning Engineer
3574175120,Mabon William,Course2,Fall-2015: Numerical Methods,Artificial Intelligence,3.39,Spring-2017,USA,Spanish,Computer Science,27,5.5,"New York, NY",Machine Learning Engineer
4784813239,Calahan Martin,Course2,Fall-2015: Predictive Models,Artificial Intelligence,2.95,Spring-2017,USA,English,Computer Science,27,5.5,"New York, NY",Entry Data Analyst
4800891893,Johnson Angela,Course1,Fall-2015: Predictive Models,Artificial Intelligence,3.51,Spring-2017,China,Mandarin,Mathematics,24,2.5,"New York, NY",Entry Data Analyst
4991566949,Berry Susan,Course2,Fall-2015: Special Topics,Data Analytics and Visualization,3.55,Spring-2017,China,Mandarin,Computer Science,25,3,"New York, NY",Business Intelligence (BI) Developer
1864078434,Hogan Raymond,Course3,Fall-2016: AI Capstone: R&D Experience,Artificial Intelligence,3.5,Spring-2018,China,Cantonese,Computer Science,24,2.5,"New York, NY",Data Scientist I
5588524536,Garcia Debra,Course6,Fall-2016: AI Capstone: R&D Experience,Artificial Intelligence,3.72,Fall-2017,China,Mandarin,Computer Science,32,11,"New York, NY",Entry Business Systems Analyst
7593367099,Watson Sylvia,Course5,Fall-2016: AI Capstone: R&D Experience,Artificial Intelligence,3.7,Fall-2017,USA,Spanish,Other,33,11,"Woodbridge, NJ",Machine Learning Engineer
3374693293,Farmer Timothy,Course1,Fall-2016: AI Product Studio,Data Analytics and Visualization,3.15,Spring-2018,Other,P,Other,23,2.5,"New York, NY",Big Data Architect
4540549979,Wayne Lillie,Course6,Fall-2016: AI Product Studio,Data Analytics and Visualization,3.54,Fall-2017,China,Mandarin,Engineering,26,4,"New York, NY",Entry Data Analyst
4784813239,Calahan Martin,Course9,Fall-2016: AI Product Studio,Artificial Intelligence,2.95,Spring-2017,USA,English,Computer Science,27,5.5,"New York, NY",Entry Data Analyst
6295538694,Mcgibney Marilyn,Course1,Fall-2016: AI Product Studio,Data Analytics and Visualization,3.58,Spring-2018,China,Mandarin,Health Sciences,24,3,"New York, NY",Machine Learning Engineer
1313020897,Jones Jose,Course1,Fall-2016: Advanced Data Engineering,Data Analytics and Visualization,3.88,Spring-2018,India,Malayalam,Other,23,2.5,"New York, NY",Data Architect I
1647493071,Cousins Wayne,Course6,Fall-2016: Advanced Data Engineering,Data Analytics and Visualization,3.71,Fall-2017,China,Mandarin,Mathematics,23,2.5,"New York, NY",Big Data Architect
4800891893,Johnson Angela,Course8,Fall-2016: Artificial Intelligence,Artificial Intelligence,3.51,Spring-2017,China,Mandarin,Mathematics,24,2.5,"New York, NY",Entry Data Analyst
9290159667,Potter Eugene,Course9,Fall-2016: Artificial Intelligence,Artificial Intelligence,3.63,Spring-2017,Pakistan,Sindhi,Mathematics,27,6,"New York, NY",Data Architect I
9290159667,Potter Eugene,Course7,Fall-2016: Bayesian Methods,Artificial Intelligence,3.63,Spring-2017,Pakistan,Sindhi,Mathematics,27,6,"New York, NY",Data Architect I
3374693293,Farmer Timothy,Course3,Fall-2016: Complex Systems: Financial Time Series Analysis,Data Analytics and Visualization,3.15,Spring-2018,Other,P,Other,23,2.5,"New York, NY",Big Data Architect
4172304209,Benincase Edward,Course3,Fall-2016: Complex Systems: Financial Time Series Analysis,Artificial Intelligence,3.16,Spring-2018,China,Mandarin,Mathematics,25,3.5,"New York, NY",Database Administrator - Entry
4368660602,Robbins Brian,Course2,Fall-2016: Complex Systems: Financial Time Series Analysis,Data Analytics and Visualization,3.15,Spring-2018,China,Mandarin,Mathematics,24,2.5,"Woodbridge, NJ",Data Architect I
4784813239,Calahan Martin,Course7,Fall-2016: Complex Systems: Financial Time Series Analysis,Artificial Intelligence,2.95,Spring-2017,USA,English,Computer Science,27,5.5,"New York, NY",Entry Data Analyst
1864078434,Hogan Raymond,Course1,Fall-2016: Computational Statistics and Probability,Artificial Intelligence,3.5,Spring-2018,China,Cantonese,Computer Science,24,2.5,"New York, NY",Data Scientist I
4800891893,Johnson Angela,Course9,Fall-2016: Computational Statistics and Probability,Artificial Intelligence,3.51,Spring-2017,China,Mandarin,Mathematics,24,2.5,"New York, NY",Entry Data Analyst
1313020897,Jones Jose,Course3,Fall-2016: DAV 5000 Business Modeling and Data Analysis,Data Analytics and Visualization,3.88,Spring-2018,India,Malayalam,Other,23,2.5,"New York, NY",Data Architect I
4540549979,Wayne Lillie,Course5,Fall-2016: DAV 5000 Business Modeling and Data Analysis,Data Analytics and Visualization,3.54,Fall-2017,China,Mandarin,Engineering,26,4,"New York, NY",Entry Data Analyst
8265025887,Rolen David,Course4,Fall-2016: DAV 5000 Business Modeling and Data Analysis,Data Analytics and Visualization,2.65,Fall-2017,Other,F,Computer Science,25,3,"New York, NY",Business Intelligence (BI) Developer
9706615799,Burley Kenneth,Course8,Fall-2016: DAV 5000 Business Modeling and Data Analysis,Data Analytics and Visualization,3.55,Spring-2017,China,Mandarin,Engineering,24,2,"New York, NY",Big Data Architect
1313020897,Jones Jose,Course2,Fall-2016: DAV 5100 Structured Data Management,Data Analytics and Visualization,3.88,Spring-2018,India,Malayalam,Other,23,2.5,"New York, NY",Data Architect I
2634724512,Heppler Tyler,Course1,Fall-2016: DAV 5100 Structured Data Management,Data Analytics and Visualization,2.97,Spring-2018,China,Mandarin,Engineering,31,9,"New York, NY",Database Administrator - Entry
4991566949,Berry Susan,Course7,Fall-2016: DAV 5100 Structured Data Management,Data Analytics and Visualization,3.55,Spring-2017,China,Mandarin,Computer Science,25,3,"New York, NY",Business Intelligence (BI) Developer
5784742934,Wheat Emmanuel,Course6,Fall-2016: DAV 5100 Structured Data Management,Data Analytics and Visualization,3.4,Fall-2017,China,Cantonese,Computer Science,26,5,"New York, NY",UX Design Intern
6295538694,Mcgibney Marilyn,Course3,Fall-2016: DAV 5100 Structured Data Management,Data Analytics and Visualization,3.58,Spring-2018,China,Mandarin,Health Sciences,24,3,"New York, NY",Machine Learning Engineer
9016952358,Upton Glenda,Course1,Fall-2016: DAV 5100 Structured Data Management,Data Analytics and Visualization,3.74,Spring-2018,China,Mandarin,Mathematics,27,6,"Chicago, IL",Entry Data Analyst
3285388144,Hyde Jacob,Course9,Fall-2016: DAV 5200 Visual Design and Storytelling,Data Analytics and Visualization,3.36,Spring-2017,USA,English,Computer Science,26,4.5,"New York, NY",Data Scientist I
4368660602,Robbins Brian,Course1,Fall-2016: DAV 5200 Visual Design and Storytelling,Data Analytics and Visualization,3.15,Spring-2018,China,Mandarin,Mathematics,24,2.5,"Woodbridge, NJ",Data Architect I
7007065989,Chiarello Jacqueline,Course2,Fall-2016: DAV 5200 Visual Design and Storytelling,Data Analytics and Visualization,2.58,Spring-2018,China,Wu,Mathematics,33,11,"New York, NY",Machine Learning Engineer
3374693293,Farmer Timothy,Course2,Fall-2016: DAV 5300 Computational Math and Statistics,Data Analytics and Visualization,3.15,Spring-2018,Other,P,Other,23,2.5,"New York, NY",Big Data Architect
4991566949,Berry Susan,Course9,Fall-2016: DAV 5300 Computational Math and Statistics,Data Analytics and Visualization,3.55,Spring-2017,China,Mandarin,Computer Science,25,3,"New York, NY",Business Intelligence (BI) Developer
1647493071,Cousins Wayne,Course4,Fall-2016: DAV 5400 Analytics Programming,Data Analytics and Visualization,3.71,Fall-2017,China,Mandarin,Mathematics,23,2.5,"New York, NY",Big Data Architect
3285388144,Hyde Jacob,Course7,Fall-2016: DAV 5400 Analytics Programming,Data Analytics and Visualization,3.36,Spring-2017,USA,English,Computer Science,26,4.5,"New York, NY",Data Scientist I
4991566949,Berry Susan,Course8,Fall-2016: DAV 5400 Analytics Programming,Data Analytics and Visualization,3.55,Spring-2017,China,Mandarin,Computer Science,25,3,"New York, NY",Business Intelligence (BI) Developer
9706615799,Burley Kenneth,Course9,Fall-2016: DAV 5400 Analytics Programming,Data Analytics and Visualization,3.55,Spring-2017,China,Mandarin,Engineering,24,2,"New York, NY",Big Data Architect
9960941997,Milburn John,Course3,Fall-2016: DAV 5400 Analytics Programming,Data Analytics and Visualization,3.11,Spring-2018,USA,Spanish,Mathematics,23,1,"New York, NY",Machine Learning Engineer
1168340921,Young Jesse,Course5,Fall-2016: DAV 6000 Talent Analytics,Data Analytics and Visualization,2.92,Fall-2017,China,Mandarin,Health Sciences,23,1.5,"New York, NY",Entry Level Python Developer
1647493071,Cousins Wayne,Course5,Fall-2016: DAV 6000 Talent Analytics,Data Analytics and Visualization,3.71,Fall-2017,China,Mandarin,Mathematics,23,2.5,"New York, NY",Big Data Architect
1654916649,Tiry Tressie,Course5,Fall-2016: DAV 6000 Talent Analytics,Data Analytics and Visualization,3.27,Fall-2017,China,Cantonese,Engineering,24,2.5,"Woodbridge, NJ",Entry Business Systems Analyst
3574175120,Mabon William,Course8,Fall-2016: DAV 6000 Talent Analytics,Artificial Intelligence,3.39,Spring-2017,USA,Spanish,Computer Science,27,5.5,"New York, NY",Machine Learning Engineer
3986578591,Jackson Linda,Course8,Fall-2016: DAV 6000 Talent Analytics,Data Analytics and Visualization,3.42,Spring-2017,Pakistan,Sindhi,Engineering,27,6,"New York, NY",Entry Business Systems Analyst
7593367099,Watson Sylvia,Course4,Fall-2016: DAV 6000 Talent Analytics,Artificial Intelligence,3.7,Fall-2017,USA,Spanish,Other,33,11,"Woodbridge, NJ",Machine Learning Engineer
8265025887,Rolen David,Course6,Fall-2016: DAV 6000 Talent Analytics,Data Analytics and Visualization,2.65,Fall-2017,Other,F,Computer Science,25,3,"New York, NY",Business Intelligence (BI) Developer
9016952358,Upton Glenda,Course2,Fall-2016: DAV 6000 Talent Analytics,Data Analytics and Visualization,3.74,Spring-2018,China,Mandarin,Mathematics,27,6,"Chicago, IL",Entry Data Analyst
5588524536,Garcia Debra,Course5,Fall-2016: DAV 6100 Information Architectures,Artificial Intelligence,3.72,Fall-2017,China,Mandarin,Computer Science,32,11,"New York, NY",Entry Business Systems Analyst
6295538694,Mcgibney Marilyn,Course2,Fall-2016: DAV 6100 Information Architectures,Data Analytics and Visualization,3.58,Spring-2018,China,Mandarin,Health Sciences,24,3,"New York, NY",Machine Learning Engineer
1422142335,Layland Karen,Course7,Fall-2016: DAV 6150 Data Science,Data Analytics and Visualization,3.42,Spring-2017,China,Mandarin,Engineering,25,3.5,"New York, NY",Entry Data Analyst
7650358264,Velazquez Maira,Course4,Fall-2016: DAV 6150 Data Science,Data Analytics and Visualization,3.84,Fall-2017,USA,English,Computer Science,28,6,"Chicago, IL",Big Data Architect
8283215692,Collins Tom,Course4,Fall-2016: DAV 6150 Data Science,Artificial Intelligence,3.69,Fall-2017,India,Hindi,Engineering,23,2,"New York, NY",Database Administrator - Entry
3986578591,Jackson Linda,Course7,Fall-2016: DAV 6200 Data Product Design,Data Analytics and Visualization,3.42,Spring-2017,Pakistan,Sindhi,Engineering,27,6,"New York, NY",Entry Business Systems Analyst
2634724512,Heppler Tyler,Course3,Fall-2016: DAV 6300 Special Topics,Data Analytics and Visualization,2.97,Spring-2018,China,Mandarin,Engineering,31,9,"New York, NY",Database Administrator - Entry
7007065989,Chiarello Jacqueline,Course1,Fall-2016: DAV 6300 Special Topics,Data Analytics and Visualization,2.58,Spring-2018,China,Wu,Mathematics,33,11,"New York, NY",Machine Learning Engineer
8283215692,Collins Tom,Course6,Fall-2016: DAV 6300 Special Topics,Artificial Intelligence,3.69,Fall-2017,India,Hindi,Engineering,23,2,"New York, NY",Database Administrator - Entry
3574175120,Mabon William,Course9,Fall-2016: DAV 6400 Internship,Artificial Intelligence,3.39,Spring-2017,USA,Spanish,Computer Science,27,5.5,"New York, NY",Machine Learning Engineer
7650358264,Velazquez Maira,Course5,Fall-2016: DAV 6400 Internship,Data Analytics and Visualization,3.84,Fall-2017,USA,English,Computer Science,28,6,"Chicago, IL",Big Data Architect
9706615799,Burley Kenneth,Course7,Fall-2016: DAV 6400 Internship,Data Analytics and Visualization,3.55,Spring-2017,China,Mandarin,Engineering,24,2,"New York, NY",Big Data Architect
9960941997,Milburn John,Course1,Fall-2016: DAV 6400 Internship,Data Analytics and Visualization,3.11,Spring-2018,USA,Spanish,Mathematics,23,1,"New York, NY",Machine Learning Engineer
5784742934,Wheat Emmanuel,Course5,Fall-2016: DAV 6450 Independent Study,Data Analytics and Visualization,3.4,Fall-2017,China,Cantonese,Computer Science,26,5,"New York, NY",UX Design Intern
8283215692,Collins Tom,Course5,Fall-2016: DAV 6450 Independent Study,Artificial Intelligence,3.69,Fall-2017,India,Hindi,Engineering,23,2,"New York, NY",Database Administrator - Entry
1422142335,Layland Karen,Course8,Fall-2016: DAV 6500 Capstone,Data Analytics and Visualization,3.42,Spring-2017,China,Mandarin,Engineering,25,3.5,"New York, NY",Entry Data Analyst
2634724512,Heppler Tyler,Course2,Fall-2016: DAV 6500 Capstone,Data Analytics and Visualization,2.97,Spring-2018,China,Mandarin,Engineering,31,9,"New York, NY",Database Administrator - Entry
3986578591,Jackson Linda,Course9,Fall-2016: DAV 6500 Capstone,Data Analytics and Visualization,3.42,Spring-2017,Pakistan,Sindhi,Engineering,27,6,"New York, NY",Entry Business Systems Analyst
5784742934,Wheat Emmanuel,Course4,Fall-2016: DAV 6500 Capstone,Data Analytics and Visualization,3.4,Fall-2017,China,Cantonese,Computer Science,26,5,"New York, NY",UX Design Intern
7007065989,Chiarello Jacqueline,Course3,Fall-2016: DAV 6500 Capstone,Data Analytics and Visualization,2.58,Spring-2018,China,Wu,Mathematics,33,11,"New York, NY",Machine Learning Engineer
8479614053,Pockrus Clifford,Course7,Fall-2016: DAV 6500 Capstone,Data Analytics and Visualization,4,Spring-2017,China,Mandarin,Other,29,8,"New York, NY",Entry Business Systems Analyst
1864078434,Hogan Raymond,Course2,Fall-2016: Data Visualization,Artificial Intelligence,3.5,Spring-2018,China,Cantonese,Computer Science,24,2.5,"New York, NY",Data Scientist I
3285388144,Hyde Jacob,Course8,Fall-2016: Data Visualization,Data Analytics and Visualization,3.36,Spring-2017,USA,English,Computer Science,26,4.5,"New York, NY",Data Scientist I
8479614053,Pockrus Clifford,Course9,Fall-2016: Data Visualization,Data Analytics and Visualization,4,Spring-2017,China,Mandarin,Other,29,8,"New York, NY",Entry Business Systems Analyst
7650358264,Velazquez Maira,Course6,Fall-2016: Internship,Data Analytics and Visualization,3.84,Fall-2017,USA,English,Computer Science,28,6,"Chicago, IL",Big Data Architect
1168340921,Young Jesse,Course4,Fall-2016: MAN 5580 Project Management,Data Analytics and Visualization,2.92,Fall-2017,China,Mandarin,Health Sciences,23,1.5,"New York, NY",Entry Level Python Developer
1422142335,Layland Karen,Course9,Fall-2016: MAN 5580 Project Management,Data Analytics and Visualization,3.42,Spring-2017,China,Mandarin,Engineering,25,3.5,"New York, NY",Entry Data Analyst
1654916649,Tiry Tressie,Course4,Fall-2016: MAN 5580 Project Management,Data Analytics and Visualization,3.27,Fall-2017,China,Cantonese,Engineering,24,2.5,"Woodbridge, NJ",Entry Business Systems Analyst
4368660602,Robbins Brian,Course3,Fall-2016: MAN 5580 Project Management,Data Analytics and Visualization,3.15,Spring-2018,China,Mandarin,Mathematics,24,2.5,"Woodbridge, NJ",Data Architect I
8265025887,Rolen David,Course5,Fall-2016: MAN 5580 Project Management,Data Analytics and Visualization,2.65,Fall-2017,Other,F,Computer Science,25,3,"New York, NY",Business Intelligence (BI) Developer
9960941997,Milburn John,Course2,Fall-2016: MAN 5580 Project Management,Data Analytics and Visualization,3.11,Spring-2018,USA,Spanish,Mathematics,23,1,"New York, NY",Machine Learning Engineer
4172304209,Benincase Edward,Course1,Fall-2016: Machine Learning,Artificial Intelligence,3.16,Spring-2018,China,Mandarin,Mathematics,25,3.5,"New York, NY",Database Administrator - Entry
1168340921,Young Jesse,Course6,Fall-2016: Natural Language Processing,Data Analytics and Visualization,2.92,Fall-2017,China,Mandarin,Health Sciences,23,1.5,"New York, NY",Entry Level Python Developer
1654916649,Tiry Tressie,Course6,Fall-2016: Natural Language Processing,Data Analytics and Visualization,3.27,Fall-2017,China,Cantonese,Engineering,24,2.5,"Woodbridge, NJ",Entry Business Systems Analyst
8479614053,Pockrus Clifford,Course8,Fall-2016: Natural Language Processing,Data Analytics and Visualization,4,Spring-2017,China,Mandarin,Other,29,8,"New York, NY",Entry Business Systems Analyst
9016952358,Upton Glenda,Course3,Fall-2016: Natural Language Processing,Data Analytics and Visualization,3.74,Spring-2018,China,Mandarin,Mathematics,27,6,"Chicago, IL",Entry Data Analyst
3574175120,Mabon William,Course7,Fall-2016: Neural Networks and Deep Learning,Artificial Intelligence,3.39,Spring-2017,USA,Spanish,Computer Science,27,5.5,"New York, NY",Machine Learning Engineer
4172304209,Benincase Edward,Course2,Fall-2016: Neural Networks and Deep Learning,Artificial Intelligence,3.16,Spring-2018,China,Mandarin,Mathematics,25,3.5,"New York, NY",Database Administrator - Entry
4800891893,Johnson Angela,Course7,Fall-2016: Neural Networks and Deep Learning,Artificial Intelligence,3.51,Spring-2017,China,Mandarin,Mathematics,24,2.5,"New York, NY",Entry Data Analyst
5588524536,Garcia Debra,Course4,Fall-2016: Numerical Methods,Artificial Intelligence,3.72,Fall-2017,China,Mandarin,Computer Science,32,11,"New York, NY",Entry Business Systems Analyst
7593367099,Watson Sylvia,Course6,Fall-2016: Predictive Models,Artificial Intelligence,3.7,Fall-2017,USA,Spanish,Other,33,11,"Woodbridge, NJ",Machine Learning Engineer
9290159667,Potter Eugene,Course8,Fall-2016: Predictive Models,Artificial Intelligence,3.63,Spring-2017,Pakistan,Sindhi,Mathematics,27,6,"New York, NY",Data Architect I
4540549979,Wayne Lillie,Course4,Fall-2016: Special Topics,Data Analytics and Visualization,3.54,Fall-2017,China,Mandarin,Engineering,26,4,"New York, NY",Entry Data Analyst
4784813239,Calahan Martin,Course8,Fall-2016: Special Topics,Artificial Intelligence,2.95,Spring-2017,USA,English,Computer Science,27,5.5,"New York, NY",Entry Data Analyst
4020243550,Hyatt Livia,Course6,Fall-2017: AI Capstone: R&D Experience,Artificial Intelligence,3.84,Fall-2018,India,Hindi,Health Sciences,24,3.5,"New York, NY",Entry Business Systems Analyst
4325315064,Romero Fabiola,Course3,Fall-2017: AI Capstone: R&D Experience,Artificial Intelligence,3.69,Spring-2019,USA,English,Computer Science,28,7,"Woodbridge, NJ",Business Intelligence (BI) Developer
6981612896,Douglas Ok,Course6,Fall-2017: AI Capstone: R&D Experience,Artificial Intelligence,3.62,Fall-2018,USA,English,Engineering,23,2.5,"New York, NY",Entry Level Python Developer
1168340921,Young Jesse,Course11,Fall-2017: AI Product Studio,Data Analytics and Visualization,2.92,Fall-2017,China,Mandarin,Health Sciences,23,1.5,"New York, NY",Entry Level Python Developer
1654916649,Tiry Tressie,Course12,Fall-2017: AI Product Studio,Data Analytics and Visualization,3.27,Fall-2017,China,Cantonese,Engineering,24,2.5,"Woodbridge, NJ",Entry Business Systems Analyst
4172304209,Benincase Edward,Course8,Fall-2017: AI Product Studio,Artificial Intelligence,3.16,Spring-2018,China,Mandarin,Mathematics,25,3.5,"New York, NY",Database Administrator - Entry
7007065989,Chiarello Jacqueline,Course8,Fall-2017: AI Product Studio,Data Analytics and Visualization,2.58,Spring-2018,China,Wu,Mathematics,33,11,"New York, NY",Machine Learning Engineer
8112831315,Hatter Liz,Course1,Fall-2017: AI Product Studio,Data Analytics and Visualization,2.95,Spring-2019,China,Mandarin,Computer Science,25,4.5,"Los Angeles, CA",Big Data Architect
4325315064,Romero Fabiola,Course1,Fall-2017: Advanced Data Engineering,Artificial Intelligence,3.69,Spring-2019,USA,English,Computer Science,28,7,"Woodbridge, NJ",Business Intelligence (BI) Developer
6699991667,Grant Kristopher,Course6,Fall-2017: Advanced Data Engineering,Artificial Intelligence,3.48,Fall-2018,USA,English,Mathematics,27,6,"New York, NY",Entry Business Systems Analyst
9016952358,Upton Glenda,Course7,Fall-2017: Advanced Data Engineering,Data Analytics and Visualization,3.74,Spring-2018,China,Mandarin,Mathematics,27,6,"Chicago, IL",Entry Data Analyst
1864078434,Hogan Raymond,Course7,Fall-2017: Artificial Intelligence,Artificial Intelligence,3.5,Spring-2018,China,Cantonese,Computer Science,24,2.5,"New York, NY",Data Scientist I
4020243550,Hyatt Livia,Course4,Fall-2017: Artificial Intelligence,Artificial Intelligence,3.84,Fall-2018,India,Hindi,Health Sciences,24,3.5,"New York, NY",Entry Business Systems Analyst
6981612896,Douglas Ok,Course5,Fall-2017: Artificial Intelligence,Artificial Intelligence,3.62,Fall-2018,USA,English,Engineering,23,2.5,"New York, NY",Entry Level Python Developer
7593367099,Watson Sylvia,Course11,Fall-2017: Artificial Intelligence,Artificial Intelligence,3.7,Fall-2017,USA,Spanish,Other,33,11,"Woodbridge, NJ",Machine Learning Engineer
8283215692,Collins Tom,Course10,Fall-2017: Artificial Intelligence,Artificial Intelligence,3.69,Fall-2017,India,Hindi,Engineering,23,2,"New York, NY",Database Administrator - Entry
9247834877,King Vanessa,Course6,Fall-2017: Artificial Intelligence,Artificial Intelligence,3.51,Fall-2018,Other,P,Mathematics,25,4,"New York, NY",Machine Learning Engineer
1394941761,Gray Fabian,Course1,Fall-2017: Bayesian Methods,Data Analytics and Visualization,3.09,Spring-2019,USA,Spanish,Health Sciences,24,3.5,"New York, NY",Business Intelligence (BI) Developer
3367596729,Thornton Corey,Course5,Fall-2017: Bayesian Methods,Artificial Intelligence,3.73,Fall-2018,India,Hindi,Computer Science,25,3,"New York, NY",UX Design Intern
3374693293,Farmer Timothy,Course9,Fall-2017: Bayesian Methods,Data Analytics and Visualization,3.15,Spring-2018,Other,P,Other,23,2.5,"New York, NY",Big Data Architect
1647493071,Cousins Wayne,Course11,Fall-2017: Complex Systems: Financial Time Series Analysis,Data Analytics and Visualization,3.71,Fall-2017,China,Mandarin,Mathematics,23,2.5,"New York, NY",Big Data Architect
5588524536,Garcia Debra,Course10,Fall-2017: Complex Systems: Financial Time Series Analysis,Artificial Intelligence,3.72,Fall-2017,China,Mandarin,Computer Science,32,11,"New York, NY",Entry Business Systems Analyst
8112831315,Hatter Liz,Course3,Fall-2017: Complex Systems: Financial Time Series Analysis,Data Analytics and Visualization,2.95,Spring-2019,China,Mandarin,Computer Science,25,4.5,"Los Angeles, CA",Big Data Architect
8265025887,Rolen David,Course10,Fall-2017: Complex Systems: Financial Time Series Analysis,Data Analytics and Visualization,2.65,Fall-2017,Other,F,Computer Science,25,3,"New York, NY",Business Intelligence (BI) Developer
9960941997,Milburn John,Course9,Fall-2017: Complex Systems: Financial Time Series Analysis,Data Analytics and Visualization,3.11,Spring-2018,USA,Spanish,Mathematics,23,1,"New York, NY",Machine Learning Engineer
